time,gFx,gFy,gFz,TgF
22.822288,-0.6161,0.4057,0.4726,0.88
22.837864,-0.6398,0.4451,0.4504,0.90
22.876655,-0.4245,0.3427,0.5445,0.77
22.877534,-0.4245,0.3427,0.5445,0.77
22.923507,-0.2847,0.4432,0.4746,0.71
22.924112,-0.2847,0.4432,0.4746,0.71
22.938864,-0.2957,0.3989,0.4557,0.67
22.977099,-0.2293,0.2564,0.8504,0.92
23.018488,-0.2327,0.4001,0.5019,0.68
23.019231,-0.2327,0.4001,0.5019,0.68
23.022024,-0.2402,0.4180,0.4788,0.68
23.054639,-0.1676,0.3309,0.7221,0.81
23.076669,-0.2029,0.2850,0.7023,0.78
23.116716,-0.1990,0.3920,0.5564,0.71
23.117608,-0.1990,0.3920,0.5564,0.71
23.122222,-0.2158,0.4020,0.5289,0.70
23.160810,-0.2226,0.4509,0.6391,0.81
23.203559,-0.2419,0.4614,0.6750,0.85
23.204312,-0.2419,0.4614,0.6750,0.85
23.207229,-0.2498,0.4851,0.6391,0.84
23.238882,-0.1051,0.4409,0.6335,0.78
23.261089,-0.0985,0.4336,0.6291,0.77
23.301998,-0.1461,0.3996,0.7060,0.82
23.302632,-0.1461,0.3996,0.7060,0.82
23.310195,-0.1491,0.3891,0.7087,0.82
23.338761,-0.1945,0.4278,0.6273,0.78
23.356244,-0.1926,0.4678,0.6063,0.79
23.379026,-0.1967,0.4849,0.6376,0.82
23.422559,-0.1864,0.4812,0.6547,0.83
23.423074,-0.1864,0.4812,0.6547,0.83
23.440360,-0.1745,0.4536,0.6676,0.83
23.456252,-0.1706,0.4534,0.6188,0.79
23.479242,-0.1354,0.4700,0.5828,0.76
23.520834,-0.1647,0.4817,0.6214,0.80
23.522198,-0.1642,0.4824,0.6251,0.81
23.540232,-0.1682,0.4776,0.6210,0.80
23.557353,-0.1745,0.4812,0.5970,0.79
23.579027,-0.1823,0.4851,0.5589,0.76
23.618560,-0.1664,0.4810,0.5804,0.77
23.622833,-0.1708,0.4793,0.5799,0.77
23.642290,-0.1757,0.4830,0.5887,0.78
23.678491,-0.1733,0.5066,0.5785,0.79
23.719220,-0.1687,0.5175,0.5550,0.78
23.719782,-0.1687,0.5175,0.5550,0.78
23.732056,-0.1735,0.5106,0.5608,0.78
23.741440,-0.1806,0.5089,0.5520,0.77
23.773464,-0.2067,0.5128,0.4863,0.74
23.788434,-0.1999,0.4971,0.5762,0.79
23.805826,-0.1943,0.5113,0.5657,0.79
23.822162,-0.1784,0.5091,0.5899,0.80
23.857817,-0.1733,0.5135,0.5559,0.78
23.873478,-0.1713,0.5182,0.5592,0.78
