time,gFx,gFy,gFz,TgF
9.616506,0.2074,0.7130,0.1524,0.76
9.638073,0.2171,0.7151,0.1503,0.76
9.672214,0.2162,0.7217,0.1386,0.77
9.682495,0.2142,0.7154,0.1437,0.76
9.705352,0.2115,0.7163,0.1566,0.76
9.718395,0.2009,0.7088,0.1414,0.75
9.780115,0.2069,0.7207,0.1530,0.77
9.781355,0.2069,0.7207,0.1530,0.77
9.783841,0.2054,0.7247,0.1556,0.77
9.815443,0.2135,0.7107,0.1332,0.75
9.833128,0.2194,0.7179,0.1426,0.76
9.853043,0.2235,0.7083,0.1153,0.75
9.867061,0.2105,0.7149,0.1407,0.76
9.882485,0.2057,0.7146,0.1686,0.76
9.916215,0.1962,0.7224,0.1589,0.77
9.932134,0.2196,0.7161,0.1419,0.76
9.955932,0.2091,0.7202,0.1493,0.76
9.969635,0.2023,0.7219,0.1459,0.76
9.982829,0.2061,0.7176,0.1354,0.76
10.016081,0.2206,0.7078,0.1314,0.75
10.032866,0.2135,0.7207,0.1461,0.77
10.052392,0.2079,0.7226,0.1407,0.77
10.065286,0.2030,0.7232,0.1381,0.76
10.099237,0.2047,0.7151,0.1366,0.76
10.115630,0.2049,0.7200,0.1398,0.76
10.133787,0.2052,0.7176,0.1422,0.76
10.155082,0.2059,0.7244,0.1544,0.77
10.170767,0.2079,0.7193,0.1466,0.76
10.201184,0.2140,0.7179,0.1414,0.76
10.217382,0.2157,0.7112,0.1383,0.76
10.233915,0.2042,0.7200,0.1584,0.76
10.255406,0.2164,0.7161,0.1379,0.76
10.269153,0.2157,0.7205,0.1381,0.76
10.299985,0.2194,0.7158,0.1393,0.76
10.317241,0.2084,0.7210,0.1505,0.77
10.334302,0.2059,0.7100,0.1403,0.75
10.354076,0.1999,0.7112,0.1493,0.75
10.373413,0.1950,0.7149,0.1398,0.75
10.400591,0.2030,0.7295,0.1475,0.77
10.416497,0.2164,0.7261,0.1454,0.77
10.434114,0.2110,0.7273,0.1647,0.78
10.454968,0.2177,0.7174,0.1475,0.76
10.470031,0.2140,0.7224,0.1319,0.76
10.500824,0.2206,0.7130,0.1417,0.76
10.517641,0.2135,0.7076,0.1488,0.75
10.534239,0.2064,0.7186,0.1566,0.76
10.554623,0.2023,0.7244,0.1419,0.77
10.583736,0.2191,0.7168,0.1515,0.76
10.600550,0.2138,0.7151,0.1403,0.76
10.617392,0.2121,0.7176,0.1459,0.76
10.635083,0.2130,0.7127,0.1383,0.76
10.655487,0.2130,0.7142,0.1435,0.76
10.683462,0.2135,0.7144,0.1419,0.76
10.701233,0.2105,0.7207,0.1314,0.76
10.717805,0.2108,0.7183,0.1342,0.76
