time,gFx,gFy,gFz,TgF
8.732394,-0.1633,0.1918,0.6009,0.65
8.771408,-0.1808,0.1939,0.6249,0.68
8.772483,-0.1792,0.1972,0.6286,0.68
8.793178,-0.1589,0.2175,0.6676,0.72
8.815775,-0.1631,0.2383,0.7221,0.78
8.846679,-0.2300,0.1955,0.7160,0.78
8.847693,-0.2300,0.1862,0.7151,0.77
8.859945,-0.1582,0.1682,0.7356,0.77
8.893872,-0.1885,0.1298,0.7407,0.78
8.910619,-0.1813,0.1161,0.7637,0.79
8.931463,-0.1650,0.1112,0.7307,0.76
8.944255,-0.1776,0.0916,0.7197,0.75
8.976526,-0.2038,0.0897,0.7652,0.80
8.993857,-0.2014,0.1070,0.8031,0.83
9.017049,-0.2437,0.1249,0.8556,0.90
9.053939,-0.3321,0.1571,0.9001,0.97
9.054669,-0.3321,0.1571,0.9001,0.97
9.078637,-0.3475,0.1633,0.8737,0.95
9.095731,-0.3321,0.1627,0.8414,0.92
9.116135,-0.3082,0.1611,0.8363,0.91
9.154446,-0.2967,0.2330,0.9022,0.98
9.155159,-0.2967,0.2330,0.9022,0.98
9.178138,-0.3470,0.2475,0.9131,1.01
9.195720,-0.3832,0.2589,0.9199,1.03
9.212118,-0.3979,0.2591,0.9220,1.04
9.233240,-0.3726,0.2447,0.9094,1.01
9.264226,-0.3283,0.2591,0.8973,0.99
9.278020,-0.3255,0.2755,0.8984,0.99
9.296384,-0.3463,0.3104,0.9140,1.03
9.317932,-0.3952,0.3745,0.8835,1.04
9.357531,-0.3679,0.4516,0.8920,1.07
9.358308,-0.3679,0.4516,0.8920,1.07
9.380515,-0.3656,0.4280,0.8331,1.01
9.396606,-0.3891,0.4621,0.7969,1.00
9.416846,-0.3661,0.5037,0.7172,0.95
9.455285,-0.3602,0.4947,0.5943,0.85
9.462232,-0.3614,0.4861,0.5809,0.84
9.480070,-0.3481,0.4722,0.5613,0.81
9.496467,-0.3087,0.4260,0.5149,0.74
9.534670,-0.1740,0.4150,0.3952,0.60
9.572634,-0.1784,0.4292,0.3572,0.59
9.573804,-0.1825,0.4314,0.3541,0.59
9.579048,-0.1911,0.4327,0.3472,0.59
9.611487,-0.2337,0.4800,0.2926,0.61
